,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total_Space_New
207,Reservoir,2,u,Ray,2016-09-03,11.2,3073.0,2,1,1,189.0,Northern Metropolitan,21650,415000,Nearby,6
208,Reservoir,2,h,Nelson,2016-09-03,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,428000,Nearby,7
209,Richmond,2,h,Biggin,2016-09-03,2.6,3121.0,2,1,1,125.0,Northern Metropolitan,14949,937000,Nearby,6
210,Richmond,3,h,Biggin,2016-09-03,2.6,3121.0,2,1,0,203.0,Northern Metropolitan,14949,1260000,Nearby,6
211,Richmond,3,h,Biggin,2016-09-03,2.6,3121.0,3,1,1,482.0,Northern Metropolitan,14949,1820000,Nearby,8
212,Richmond,3,t,Jellis,2016-09-03,2.6,3121.0,3,2,1,675.0,Northern Metropolitan,14949,1236000,Nearby,9
213,Richmond,2,u,LITTLE,2016-09-03,2.6,3121.0,2,2,1,656.0,Northern Metropolitan,14949,540000,Nearby,7
214,Richmond,2,u,hockingstuart,2016-09-03,2.6,3121.0,2,1,2,50.0,Northern Metropolitan,14949,795250,Nearby,7
215,Richmond,2,u,Biggin,2016-09-03,2.6,3121.0,2,1,1,50.0,Northern Metropolitan,14949,582000,Nearby,6
216,Richmond,1,u,Domain,2016-09-03,2.6,3121.0,1,1,1,50.0,Northern Metropolitan,14949,500000,Nearby,4
217,Rosanna,5,h,Nelson,2016-09-03,11.4,3084.0,4,2,1,629.0,Eastern Metropolitan,3540,1101500,Nearby,12
218,Seddon,3,h,Burnham,2016-09-03,6.6,3011.0,3,1,1,350.0,Western Metropolitan,2417,1145000,Nearby,8
219,South Melbourne,2,u,Dingle,2016-09-03,2.1,3205.0,2,2,1,50.0,Southern Metropolitan,5943,593000,Nearby,7
220,South Melbourne,4,h,Marshall,2016-09-03,2.1,3205.0,3,1,1,593.0,Southern Metropolitan,5943,2000000,Nearby,9
221,South Melbourne,3,h,Marshall,2016-09-03,2.1,3205.0,3,2,1,88.0,Southern Metropolitan,5943,1600000,Nearby,9
222,South Yarra,2,u,Jellis,2016-09-03,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,531000,Nearby,5
223,South Yarra,2,u,Kay,2016-09-03,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,788750,Nearby,5
224,South Yarra,1,u,hockingstuart,2016-09-03,3.3,3141.0,2,1,1,50.0,Southern Metropolitan,14887,430000,Nearby,5
225,South Yarra,2,u,Jellis,2016-09-03,3.3,3141.0,2,1,1,50.0,Southern Metropolitan,14887,722000,Nearby,6
226,South Yarra,2,u,hockingstuart,2016-09-03,3.3,3141.0,2,2,2,50.0,Southern Metropolitan,14887,930000,Nearby,8
227,South Yarra,1,u,McGrath,2016-09-03,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,467500,Nearby,4
228,South Yarra,2,u,Buxton,2016-09-03,3.3,3141.0,2,1,0,50.0,Southern Metropolitan,14887,475000,Nearby,5
229,Southbank,3,u,VICPROP,2016-09-03,1.2,3006.0,3,1,1,50.0,Southern Metropolitan,8400,720000,Nearby,8
230,Spotswood,3,h,hockingstuart,2016-09-03,7.7,3015.0,3,1,3,690.0,Western Metropolitan,1223,1040000,Nearby,10
231,St Kilda,2,u,hockingstuart,2016-09-03,6.1,3182.0,2,1,1,50.0,Southern Metropolitan,13240,509000,Nearby,6
232,St Kilda,4,h,hockingstuart,2016-09-03,6.1,3182.0,3,1,1,593.0,Southern Metropolitan,13240,2400000,Nearby,9
233,St Kilda,1,u,McGrath,2016-09-03,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,380000,Nearby,4
234,St Kilda,2,u,Gary,2016-09-03,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,502000,Nearby,5
235,Strathmore,3,h,Considine,2016-09-03,9.7,3041.0,3,2,2,662.0,Western Metropolitan,3284,905000,Nearby,10
236,Strathmore,4,h,Frank,2016-09-03,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,1055000,Nearby,9
237,Strathmore,4,h,Nelson,2016-09-03,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,1390000,Nearby,9
238,Strathmore,4,h,Considine,2016-09-03,9.7,3041.0,4,2,2,699.0,Western Metropolitan,3284,1052000,Nearby,12
239,Sunshine,3,h,GL,2016-09-03,12.6,3020.0,3,1,1,537.0,Western Metropolitan,3755,670000,Nearby,8
240,Sunshine,2,u,Douglas,2016-09-03,12.6,3020.0,2,1,1,79.0,Western Metropolitan,3755,260000,Nearby,6
241,Sunshine North,3,h,Douglas,2016-09-03,13.3,3020.0,3,1,1,537.0,Western Metropolitan,4217,650000,Nearby,8
242,Sunshine North,4,h,Barry,2016-09-03,13.3,3020.0,4,1,1,683.0,Western Metropolitan,4217,716000,Nearby,10
243,Sunshine West,4,h,Sweeney,2016-09-03,13.5,3020.0,3,1,1,537.0,Western Metropolitan,6763,661000,Nearby,9
244,Sunshine West,3,h,Barry,2016-09-03,13.5,3020.0,3,1,2,780.0,Western Metropolitan,6763,496000,Nearby,9
245,Surrey Hills,4,h,Marshall,2016-09-03,11.2,3127.0,4,3,2,596.0,Southern Metropolitan,5457,2440000,Nearby,13
246,Surrey Hills,3,t,Fletchers,2016-09-03,11.2,3127.0,4,2,2,401.0,Southern Metropolitan,5457,1110000,Nearby,11
247,Surrey Hills,4,h,Fletchers,2016-09-03,11.2,3127.0,4,3,2,771.0,Southern Metropolitan,5457,2128000,Nearby,13
248,Surrey Hills,3,h,Noel,2016-09-03,11.2,3127.0,3,1,2,843.0,Southern Metropolitan,5457,2009000,Nearby,9
249,Surrey Hills,5,h,RT,2016-09-03,11.2,3127.0,5,3,2,735.0,Southern Metropolitan,5457,2200000,Nearby,15
250,Templestowe Lower,3,h,Ray,2016-09-03,13.8,3107.0,4,2,2,649.0,Eastern Metropolitan,5420,1150000,Nearby,11
251,Templestowe Lower,4,h,Zahn,2016-09-03,13.8,3107.0,4,2,2,657.0,Eastern Metropolitan,5420,1201000,Nearby,12
252,Thornbury,3,u,Jellis,2016-09-03,6.5,3071.0,3,1,1,50.0,Northern Metropolitan,8870,510000,Nearby,8
253,Viewbank,4,h,Miles,2016-09-03,13.8,3084.0,4,2,2,626.0,Eastern Metropolitan,2698,910000,Nearby,12
254,Viewbank,3,h,Miles,2016-09-03,13.8,3084.0,4,2,2,656.0,Eastern Metropolitan,2698,960000,Nearby,11
255,Watsonia,3,h,Darren,2016-09-03,14.9,3087.0,3,1,1,482.0,Northern Metropolitan,2329,620000,Nearby,8
256,West Melbourne,3,t,Jellis,2016-09-03,1.9,3003.0,3,3,2,50.0,Northern Metropolitan,2230,1010000,Nearby,11
257,Williamstown,4,h,hockingstuart,2016-09-03,8.0,3016.0,3,2,1,452.0,Western Metropolitan,6380,1325000,Nearby,10
258,Williamstown,4,h,Gunn&Co,2016-09-03,8.0,3016.0,4,2,1,320.0,Western Metropolitan,6380,1400000,Nearby,11
259,Williamstown,3,h,Sweeney,2016-09-03,8.0,3016.0,3,1,1,537.0,Western Metropolitan,6380,920000,Nearby,8
260,Williamstown,3,h,Greg,2016-09-03,8.0,3016.0,3,1,1,507.0,Western Metropolitan,6380,1535000,Nearby,8
261,Williamstown North,2,t,Village,2016-09-03,8.9,3016.0,2,1,1,53.0,Western Metropolitan,802,500000,Nearby,6
262,Windsor,2,u,Jellis,2016-09-03,5.1,3181.0,2,2,1,50.0,Southern Metropolitan,4380,580000,Nearby,7
263,Yallambie,3,h,Darren,2016-09-03,15.0,3085.0,3,1,1,482.0,Northern Metropolitan,1369,665000,Moderately Close,8
264,Yallambie,4,h,Barry,2016-09-03,15.0,3085.0,4,1,1,530.0,Northern Metropolitan,1369,700000,Moderately Close,10
265,Yarraville,3,h,Jas,2016-09-03,7.0,3013.0,3,2,1,448.0,Western Metropolitan,6543,1000000,Nearby,9
266,Yarraville,2,u,hockingstuart,2016-09-03,7.0,3013.0,2,1,1,80.0,Western Metropolitan,6543,640000,Nearby,6
267,Yarraville,2,h,Village,2016-09-03,7.0,3013.0,3,1,2,471.0,Western Metropolitan,6543,890000,Nearby,8
268,Yarraville,2,h,Jas,2016-09-03,7.0,3013.0,2,1,1,134.0,Western Metropolitan,6543,760000,Nearby,6
269,Yarraville,3,h,Village,2016-09-03,7.0,3013.0,3,1,0,191.0,Western Metropolitan,6543,1165000,Nearby,7
270,Abbotsford,2,h,Biggin,2016-12-03,2.5,3067.0,2,1,1,202.0,Northern Metropolitan,4019,1480000,Nearby,6
271,Airport West,3,h,Nelson,2016-12-03,13.5,3042.0,3,2,1,50.0,Western Metropolitan,3464,730000,Nearby,9
272,Altona,5,h,Greg,2016-12-03,13.8,3018.0,5,3,3,729.0,Western Metropolitan,5301,1525000,Nearby,16
273,Armadale,2,u,Noel,2016-12-03,6.3,3143.0,2,1,0,861.0,Southern Metropolitan,4836,550000,Nearby,5
274,Armadale,3,u,Marshall,2016-12-03,6.3,3143.0,3,2,2,50.0,Southern Metropolitan,4836,995000,Nearby,10
275,Armadale,3,t,Jellis,2016-12-03,6.3,3143.0,3,2,2,101.0,Southern Metropolitan,4836,1205000,Nearby,10
276,Armadale,3,h,Marshall,2016-12-03,6.3,3143.0,3,1,1,593.0,Southern Metropolitan,4836,2675000,Nearby,8
277,Armadale,3,h,Jellis,2016-12-03,6.3,3143.0,3,2,2,296.0,Southern Metropolitan,4836,1939000,Nearby,10
278,Armadale,1,u,Biggin,2016-12-03,6.3,3143.0,1,1,0,50.0,Southern Metropolitan,4836,421500,Nearby,3
279,Armadale,2,u,hockingstuart,2016-12-03,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,585000,Nearby,5
280,Ascot Vale,3,h,Nelson,2016-12-03,5.9,3032.0,3,1,2,298.0,Western Metropolitan,6567,940000,Nearby,9
281,Ascot Vale,2,u,Brad,2016-12-03,5.9,3032.0,2,1,1,50.0,Western Metropolitan,6567,467000,Nearby,6
282,Ashburton,3,h,Jellis,2016-12-03,11.0,3147.0,3,2,2,599.0,Southern Metropolitan,3052,1670000,Nearby,10
283,Ashburton,3,t,Buxton,2016-12-03,11.0,3147.0,3,2,2,203.0,Southern Metropolitan,3052,955000,Nearby,10
284,Ashburton,3,t,Fletchers,2016-12-03,11.0,3147.0,3,3,4,310.0,Southern Metropolitan,3052,2050000,Nearby,13
285,Ashwood,3,h,Woodards,2016-12-03,12.2,3147.0,3,1,1,842.0,Southern Metropolitan,2894,1250000,Nearby,8
286,Avondale Heights,3,t,Nelson,2016-12-03,10.5,3034.0,3,3,1,557.0,Western Metropolitan,4502,851000,Nearby,10
287,Balaclava,2,u,hockingstuart,2016-12-03,6.6,3183.0,2,1,2,50.0,Southern Metropolitan,2952,410000,Nearby,7
288,Balwyn,3,u,Philip,2016-12-03,9.7,3103.0,3,2,2,206.0,Southern Metropolitan,5682,1070000,Nearby,10
289,Balwyn,4,h,Marshall,2016-12-03,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,2200000,Nearby,9
290,Balwyn,4,h,Fletchers,2016-12-03,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,2290000,Nearby,9
291,Balwyn,5,h,RT,2016-12-03,9.7,3103.0,5,3,2,715.0,Southern Metropolitan,5682,2570000,Nearby,15
292,Balwyn,4,h,RW,2016-12-03,9.7,3103.0,4,2,2,744.0,Southern Metropolitan,5682,2400000,Nearby,12
293,Balwyn,3,h,North,2016-12-03,9.7,3103.0,3,3,2,651.0,Southern Metropolitan,5682,2200000,Nearby,11
294,Balwyn,5,h,hockingstuart,2016-12-03,9.7,3103.0,5,5,2,651.0,Southern Metropolitan,5682,3250000,Nearby,17
295,Balwyn,2,u,Noel,2016-12-03,9.7,3103.0,2,1,1,122.0,Southern Metropolitan,5682,806000,Nearby,6
296,Balwyn,6,h,Jellis,2016-12-03,9.7,3103.0,6,4,7,2051.0,Southern Metropolitan,5682,4000000,Nearby,23
297,Balwyn,2,h,Jellis,2016-12-03,9.7,3103.0,2,2,2,50.0,Southern Metropolitan,5682,1215000,Nearby,8
298,Balwyn,5,h,Noel,2016-12-03,9.7,3103.0,5,3,2,600.0,Southern Metropolitan,5682,2250000,Nearby,15
299,Balwyn North,7,h,Barry,2016-12-03,9.2,3104.0,7,2,0,942.0,Southern Metropolitan,7809,1350000,Nearby,16
300,Balwyn North,4,h,Noel,2016-12-03,9.2,3104.0,4,2,2,647.0,Southern Metropolitan,7809,1905000,Nearby,12
301,Balwyn North,5,h,hockingstuart,2016-12-03,9.2,3104.0,5,4,2,760.0,Southern Metropolitan,7809,3300000,Nearby,16
302,Balwyn North,4,h,Fletchers,2016-12-03,9.2,3104.0,4,2,2,642.0,Southern Metropolitan,7809,1900000,Nearby,12
303,Balwyn North,3,h,Marshall,2016-12-03,9.2,3104.0,3,1,2,888.0,Southern Metropolitan,7809,2251000,Nearby,9
304,Balwyn North,3,h,Jellis,2016-12-03,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,2160000,Nearby,8
305,Balwyn North,4,h,RW,2016-12-03,9.2,3104.0,4,2,2,750.0,Southern Metropolitan,7809,2205000,Nearby,12
306,Balwyn North,3,h,hockingstuart,2016-12-03,9.2,3104.0,3,2,1,347.0,Southern Metropolitan,7809,1265000,Nearby,9
307,Bentleigh,2,h,Woodards,2016-12-03,13.0,3204.0,2,1,4,730.0,Southern Metropolitan,6795,1550000,Nearby,9
308,Bentleigh,4,h,Woodards,2016-12-03,13.0,3204.0,4,1,4,786.0,Southern Metropolitan,6795,1420000,Nearby,13
309,Bentleigh,3,h,Buxton,2016-12-03,13.0,3204.0,3,2,2,613.0,Southern Metropolitan,6795,1425000,Nearby,10
310,Bentleigh,2,t,hockingstuart,2016-12-03,13.0,3204.0,2,1,1,140.0,Southern Metropolitan,6795,851000,Nearby,6
311,Bentleigh East,2,u,hockingstuart,2016-12-03,13.9,3165.0,2,1,2,281.0,Southern Metropolitan,10969,746000,Nearby,7
312,Bentleigh East,4,t,Buxton,2016-12-03,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1250000,Nearby,10
313,Bentleigh East,1,u,Woodards,2016-12-03,13.9,3165.0,1,1,1,105.0,Southern Metropolitan,10969,580000,Nearby,4
314,Bentleigh East,3,t,Buxton,2016-12-03,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,913788,Nearby,9
315,Bentleigh East,5,h,Buxton,2016-12-03,13.9,3165.0,5,2,2,683.0,Southern Metropolitan,10969,1275000,Nearby,14
316,Bentleigh East,4,t,Buxton,2016-12-03,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1200000,Nearby,10
317,Bentleigh East,4,h,hockingstuart,2016-12-03,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,515000,Nearby,9
318,Bentleigh East,3,h,C21,2016-12-03,13.9,3165.0,3,1,2,603.0,Southern Metropolitan,10969,1206000,Nearby,9
319,Bentleigh East,4,h,Buxton,2016-12-03,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,950000,Nearby,9
320,Brighton,4,h,Hodges,2016-12-03,11.2,3186.0,4,2,2,436.0,Southern Metropolitan,10579,1830000,Nearby,12
321,Brighton,3,t,Nick,2016-12-03,11.2,3186.0,3,2,1,267.0,Southern Metropolitan,10579,1300000,Nearby,9
322,Brighton,4,h,Marshall,2016-12-03,11.2,3186.0,4,3,2,836.0,Southern Metropolitan,10579,3695000,Nearby,13
323,Brighton,2,u,Hodges,2016-12-03,11.2,3186.0,2,1,2,50.0,Southern Metropolitan,10579,536000,Nearby,7
324,Brighton,4,h,Marshall,2016-12-03,11.2,3186.0,4,3,2,742.0,Southern Metropolitan,10579,3700000,Nearby,13
325,Brighton,4,h,Buxton,2016-12-03,11.2,3186.0,4,3,2,745.0,Southern Metropolitan,10579,3775000,Nearby,13
326,Brighton,3,h,Buxton,2016-12-03,11.2,3186.0,3,1,2,432.0,Southern Metropolitan,10579,1975000,Nearby,9
327,Brighton East,4,t,Marshall,2016-12-03,10.7,3187.0,3,2,1,267.0,Southern Metropolitan,6938,1525000,Nearby,10
328,Brighton East,4,h,hockingstuart,2016-12-03,10.7,3187.0,4,3,2,618.0,Southern Metropolitan,6938,1310000,Nearby,13
329,Brighton East,3,u,RT,2016-12-03,10.7,3187.0,1,1,1,50.0,Southern Metropolitan,6938,1465000,Nearby,6
330,Brighton East,2,h,hockingstuart,2016-12-03,10.7,3187.0,2,1,2,443.0,Southern Metropolitan,6938,1250000,Nearby,7
331,Brighton East,4,h,Marshall,2016-12-03,10.7,3187.0,4,2,2,674.0,Southern Metropolitan,6938,2504000,Nearby,12
332,Brighton East,2,u,hockingstuart,2016-12-03,10.7,3187.0,2,1,1,50.0,Southern Metropolitan,6938,700000,Nearby,6
333,Brighton East,2,u,Buxton,2016-12-03,10.7,3187.0,2,1,3,305.0,Southern Metropolitan,6938,750000,Nearby,8
334,Brunswick,4,h,Jellis,2016-12-03,5.2,3056.0,4,3,1,238.0,Northern Metropolitan,11918,1802500,Nearby,12
335,Brunswick,4,h,Nelson,2016-12-03,5.2,3056.0,4,3,1,365.0,Northern Metropolitan,11918,1500000,Nearby,12
336,Brunswick West,2,u,Nelson,2016-12-03,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,320000,Nearby,6
337,Brunswick West,3,h,Nelson,2016-12-03,5.9,3055.0,3,1,1,50.0,Northern Metropolitan,7082,1190000,Nearby,8
338,Bulleen,4,t,Jellis,2016-12-03,11.8,3105.0,3,1,1,236.0,Eastern Metropolitan,4480,930000,Nearby,9
339,Bulleen,4,h,Jellis,2016-12-03,11.8,3105.0,4,3,2,410.0,Eastern Metropolitan,4480,1505000,Nearby,13
340,Bulleen,3,t,Philip,2016-12-03,11.8,3105.0,3,1,1,236.0,Eastern Metropolitan,4480,790000,Nearby,8
341,Burwood,3,h,Fletchers,2016-12-03,11.7,3125.0,3,1,2,697.0,Southern Metropolitan,5678,1390000,Nearby,9
342,Burwood,3,h,Stockdale,2016-12-03,11.7,3125.0,3,1,2,773.0,Southern Metropolitan,5678,1300000,Nearby,9
343,Burwood,4,h,Ray,2016-12-03,11.7,3125.0,4,2,2,1145.0,Southern Metropolitan,5678,1890000,Nearby,12
344,Burwood,3,u,Ray,2016-12-03,11.7,3125.0,3,2,2,265.0,Southern Metropolitan,5678,1022500,Nearby,10
345,Burwood,3,h,Fletchers,2016-12-03,11.7,3125.0,3,1,1,662.0,Southern Metropolitan,5678,1250000,Nearby,8
346,Camberwell,2,u,Jellis,2016-12-03,7.8,3124.0,2,1,2,50.0,Southern Metropolitan,8920,1017000,Nearby,7
347,Camberwell,2,u,Noel,2016-12-03,7.8,3124.0,2,1,1,137.0,Southern Metropolitan,8920,729000,Nearby,6
348,Camberwell,5,h,Marshall,2016-12-03,7.8,3124.0,5,4,1,708.0,Southern Metropolitan,8920,2600000,Nearby,15
349,Camberwell,3,h,Marshall,2016-12-03,7.8,3124.0,3,2,2,305.0,Southern Metropolitan,8920,1650000,Nearby,10
350,Canterbury,3,h,Marshall,2016-12-03,9.0,3126.0,3,1,1,459.0,Southern Metropolitan,3265,1587500,Nearby,8
351,Carnegie,2,u,Woodards,2016-12-03,11.4,3163.0,2,1,1,73.0,Southern Metropolitan,7822,600000,Nearby,6
352,Carnegie,3,h,hockingstuart,2016-12-03,11.4,3163.0,3,1,2,425.0,Southern Metropolitan,7822,1295000,Nearby,9
353,Carnegie,4,h,hockingstuart,2016-12-03,11.4,3163.0,4,2,0,365.0,Southern Metropolitan,7822,1275000,Nearby,10
354,Carnegie,3,h,Buxton,2016-12-03,11.4,3163.0,3,1,1,808.0,Southern Metropolitan,7822,1620000,Nearby,8
355,Caulfield,4,t,Gary,2016-12-03,8.9,3162.0,4,3,2,812.0,Southern Metropolitan,2379,1600000,Nearby,13
356,Caulfield,5,h,Gary,2016-12-03,8.9,3162.0,5,2,2,593.0,Southern Metropolitan,2379,1665000,Nearby,14
357,Caulfield South,3,h,hockingstuart,2016-12-03,9.3,3162.0,3,1,2,451.0,Southern Metropolitan,5051,1460000,Nearby,9
358,Caulfield South,1,u,Gary,2016-12-03,9.3,3162.0,1,1,1,50.0,Southern Metropolitan,5051,275500,Nearby,4
359,Chadstone,4,h,Jellis,2016-12-03,13.6,3148.0,4,2,2,600.0,Southern Metropolitan,3582,1507000,Nearby,12
360,Clifton Hill,1,u,Woodards,2016-12-03,3.4,3068.0,1,1,1,50.0,Northern Metropolitan,2954,340000,Nearby,4
361,Coburg,2,t,Nelson,2016-12-03,7.8,3058.0,2,1,1,145.0,Northern Metropolitan,11204,655000,Nearby,6
362,Coburg,3,h,Nelson,2016-12-03,7.8,3058.0,3,1,0,702.0,Northern Metropolitan,11204,680000,Nearby,7
363,Coburg,4,h,Nelson,2016-12-03,7.8,3058.0,4,1,2,596.0,Northern Metropolitan,11204,1221000,Nearby,11
364,Coburg,2,t,Nelson,2016-12-03,7.8,3058.0,2,2,1,50.0,Northern Metropolitan,11204,807000,Nearby,7
365,Coburg,3,h,Del,2016-12-03,7.8,3058.0,3,1,2,371.0,Northern Metropolitan,11204,790000,Nearby,9
366,Coburg,4,h,Nelson,2016-12-03,7.8,3058.0,4,2,1,295.0,Northern Metropolitan,11204,955000,Nearby,11
367,Coburg,2,t,Nelson,2016-12-03,7.8,3058.0,2,1,1,145.0,Northern Metropolitan,11204,480000,Nearby,6
368,Coburg North,3,h,Melbourne,2016-12-03,9.2,3058.0,3,1,1,482.0,Northern Metropolitan,3445,751000,Nearby,8
369,Coburg North,4,h,Nelson,2016-12-03,9.2,3058.0,4,2,2,661.0,Northern Metropolitan,3445,895000,Nearby,12
370,Coburg North,3,h,hockingstuart,2016-12-03,9.2,3058.0,3,1,0,404.0,Northern Metropolitan,3445,655000,Nearby,7
371,Collingwood,3,h,Jellis,2016-12-03,1.6,3066.0,3,1,0,167.0,Northern Metropolitan,4553,1260000,Nearby,7
372,Doncaster,3,h,Barry,2016-12-03,13.9,3108.0,3,1,4,727.0,Eastern Metropolitan,9028,1403000,Nearby,11
373,Doncaster,4,h,Jellis,2016-12-03,13.9,3108.0,4,2,0,725.0,Eastern Metropolitan,9028,1408000,Nearby,10
374,Doncaster,4,t,Barry,2016-12-03,13.9,3108.0,4,2,2,242.0,Eastern Metropolitan,9028,855000,Nearby,12
375,Doncaster,3,h,Barry,2016-12-03,13.9,3108.0,3,1,1,638.0,Eastern Metropolitan,9028,1450000,Nearby,8
376,Doncaster,5,h,Jellis,2016-12-03,13.9,3108.0,5,2,2,660.0,Eastern Metropolitan,9028,1461800,Nearby,14
377,Doncaster,4,h,Barry,2016-12-03,13.9,3108.0,4,1,2,658.0,Eastern Metropolitan,9028,1396000,Nearby,11
378,Elsternwick,3,h,Biggin,2016-12-03,8.5,3185.0,3,2,2,447.0,Southern Metropolitan,4898,1625000,Nearby,10
379,Elsternwick,2,h,Purplebricks,2016-12-03,8.5,3185.0,2,1,1,221.0,Southern Metropolitan,4898,906000,Nearby,6
380,Elsternwick,4,h,hockingstuart,2016-12-03,8.5,3185.0,4,2,0,147.0,Southern Metropolitan,4898,1100000,Nearby,10
381,Elwood,1,u,Biggin,2016-12-03,7.7,3184.0,1,1,0,50.0,Southern Metropolitan,8989,392500,Nearby,3
382,Elwood,2,u,Morleys,2016-12-03,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,507000,Nearby,6
383,Elwood,2,u,Wilson,2016-12-03,7.7,3184.0,2,1,1,553.0,Southern Metropolitan,8989,525000,Nearby,6
384,Elwood,3,h,Chisholm,2016-12-03,7.7,3184.0,3,1,2,463.0,Southern Metropolitan,8989,2116000,Nearby,9
385,Elwood,2,u,Gary,2016-12-03,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,750000,Nearby,6
386,Elwood,1,u,Chisholm,2016-12-03,7.7,3184.0,1,1,1,50.0,Southern Metropolitan,8989,510000,Nearby,4
387,Elwood,2,u,Chisholm,2016-12-03,7.7,3184.0,2,1,0,50.0,Southern Metropolitan,8989,599999,Nearby,5
388,Elwood,1,u,hockingstuart,2016-12-03,7.7,3184.0,1,1,0,50.0,Southern Metropolitan,8989,300000,Nearby,3
389,Essendon,3,h,Barry,2016-12-03,8.0,3040.0,3,1,1,445.0,Western Metropolitan,9264,980000,Nearby,8
390,Essendon,2,u,Barry,2016-12-03,8.0,3040.0,2,1,1,80.0,Western Metropolitan,9264,531500,Nearby,6
391,Essendon,3,h,Nelson,2016-12-03,8.0,3040.0,3,1,3,688.0,Western Metropolitan,9264,1295000,Nearby,10
392,Essendon,4,h,Nelson,2016-12-03,8.0,3040.0,4,1,2,733.0,Western Metropolitan,9264,1900000,Nearby,11
393,Essendon,2,t,Frank,2016-12-03,8.0,3040.0,2,1,2,752.0,Western Metropolitan,9264,595000,Nearby,7
394,Fairfield,3,h,McGrath,2016-12-03,5.8,3078.0,3,1,2,309.0,Northern Metropolitan,2970,1350000,Nearby,9
395,Flemington,2,u,Rendina,2016-12-03,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,365000,Nearby,6
396,Flemington,2,t,Jellis,2016-12-03,4.4,3031.0,2,1,1,145.0,Northern Metropolitan,3593,553000,Nearby,6
397,Footscray,4,h,Nelson,2016-12-03,6.4,3011.0,4,2,1,319.0,Western Metropolitan,7570,1225000,Nearby,11
398,Footscray,2,u,Jas,2016-12-03,6.4,3011.0,2,1,1,50.0,Western Metropolitan,7570,431000,Nearby,6
399,Footscray,3,h,Naison,2016-12-03,6.4,3011.0,3,1,1,292.0,Western Metropolitan,7570,1003000,Nearby,8
400,Footscray,3,h,Sweeney,2016-12-03,6.4,3011.0,3,1,0,164.0,Western Metropolitan,7570,840000,Nearby,7
401,Footscray,3,h,Village,2016-12-03,6.4,3011.0,3,2,0,497.0,Western Metropolitan,7570,1362000,Nearby,8
402,Footscray,4,h,Village,2016-12-03,6.4,3011.0,4,2,1,154.0,Western Metropolitan,7570,977000,Nearby,11
403,Glen Iris,4,h,Marshall,2016-12-03,9.2,3146.0,4,2,2,868.0,Southern Metropolitan,10412,1800000,Nearby,12
404,Glen Iris,1,u,hockingstuart,2016-12-03,9.2,3146.0,1,1,1,50.0,Southern Metropolitan,10412,350000,Nearby,4
405,Glen Iris,3,h,J,2016-12-03,9.2,3146.0,3,1,1,593.0,Southern Metropolitan,10412,2260000,Nearby,8
406,Glen Iris,3,t,Noel,2016-12-03,9.2,3146.0,3,2,1,267.0,Southern Metropolitan,10412,1753000,Nearby,9
407,Glen Iris,4,h,J,2016-12-03,9.2,3146.0,4,2,1,739.0,Southern Metropolitan,10412,1998000,Nearby,11
408,Glenroy,3,h,Walshe,2016-12-03,13.0,3046.0,3,1,3,640.0,Northern Metropolitan,8870,610000,Nearby,10
409,Glenroy,3,h,Nelson,2016-12-03,13.0,3046.0,3,1,1,336.0,Northern Metropolitan,8870,500000,Nearby,8
410,Glenroy,3,h,Stockdale,2016-12-03,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,800000,Nearby,8
411,Glenroy,3,h,Barry,2016-12-03,13.0,3046.0,3,1,2,766.0,Northern Metropolitan,8870,806500,Nearby,9
412,Glenroy,5,h,Barry,2016-12-03,13.0,3046.0,5,3,2,700.0,Northern Metropolitan,8870,1150000,Nearby,15
413,Hadfield,2,h,Eview,2016-12-03,12.1,3046.0,2,1,1,394.0,Northern Metropolitan,2606,610000,Nearby,6
414,Hadfield,3,h,YPA,2016-12-03,12.1,3046.0,3,1,1,604.0,Northern Metropolitan,2606,630000,Nearby,8
415,Hadfield,4,h,Barry,2016-12-03,12.1,3046.0,4,3,5,591.0,Northern Metropolitan,2606,870000,Nearby,16
